订单ID,下单时间,城区,小区,服务类型,服务等级,服务时长,订单金额,客户评分,订单来源
NN20251225000540,2025-12-25 12:35,西乡塘,荣和摩客社区,日常保洁,熟练,3.0,134,4.7,美团
NN20251213000541,2025-12-13 10:24,良庆,阳光新城,日常保洁,熟练,6.0,313,4.3,美团
NN20251210000542,2025-12-10 08:46,良庆,南宁恒大名都,深度清洁,新手,5.0,290,4.4,小程序
NN20251213000543,2025-12-13 12:09,武鸣,九个半岛,日常保洁,新手,3.0,155,4.3,APP
NN20251216000544,2025-12-16 09:25,武鸣,标营新区,日常保洁,新手,3.5,178,4.2,电话
NN20251230000545,2025-12-30 15:04,邕宁,中铁交通天地明珠,家电清洗,熟练,4.0,437,4.1,58到家
NN20251216000546,2025-12-16 14:12,青秀,蓝山上城,日常保洁,熟练,3.5,197,4.3,58到家
NN20251224000547,2025-12-24 19:45,良庆,绿地国际花都,日常保洁,新手,3.5,155,3.6,58到家
NN20251213000548,2025-12-13 16:33,武鸣,恒泰丽园,深度清洁,新手,5.5,375,4.8,小程序
NN20251203000549,2025-12-03 19:46,青秀,荣和大地,深度清洁,金牌,4.0,379,3.9,APP
NN20251223000550,2025-12-23 15:17,西乡塘,人和莱茵鹭湖,开荒保洁,新手,4.5,330,3.7,小程序
NN20251223000551,2025-12-23 16:15,西乡塘,大唐天城,家电清洗,新手,3.0,187,4.6,58到家
NN20251203000552,2025-12-03 09:35,武鸣,金茂新城,深度清洁,熟练,4.5,350,4.2,APP
NN20251219000553,2025-12-19 08:38,青秀,维也纳森林,深度清洁,新手,4.0,138,3.5,小程序
NN20251207000554,2025-12-07 13:58,青秀,保利21世家,日常保洁,熟练,3.5,186,3.9,美团
NN20251214000555,2025-12-14 14:35,青秀,塞纳维拉花园,日常保洁,新手,4.0,175,4.9,小程序
NN20251211000556,2025-12-11 18:13,江南,绿港阳光城,日常保洁,新手,4.5,109,3.4,美团
NN20251213000557,2025-12-13 18:16,武鸣,恒泰丽园,家电清洗,熟练,3.0,330,4.6,APP
NN20251202000558,2025-12-02 19:36,青秀,塞纳维拉花园,日常保洁,新手,3.5,155,3.6,美团
NN20251203000559,2025-12-03 13:11,青秀,万达公馆,日常保洁,新手,4.5,213,3.5,58到家
NN20251206000560,2025-12-06 18:53,青秀,荣和大地,日常保洁,熟练,5.5,306,4.5,美团
NN20251217000561,2025-12-17 14:13,良庆,华润二十四城,家电清洗,熟练,3.0,262,5.0,美团
NN20251229000562,2025-12-29 17:03,良庆,南宁恒大名都,开荒保洁,金牌,7.0,1244,5.0,APP
NN20251229000563,2025-12-29 10:56,西乡塘,荣和摩客社区,家电清洗,熟练,3.0,267,4.5,APP
NN20251201000564,2025-12-01 12:02,良庆,恒大绿洲,日常保洁,新手,3.5,152,4.7,小程序
NN20251212000565,2025-12-12 11:58,兴宁,恒大华府,日常保洁,熟练,5.5,241,3.8,58到家
NN20251217000566,2025-12-17 10:58,西乡塘,荣和摩客社区,开荒保洁,熟练,5.0,541,3.3,小程序
NN20251213000567,2025-12-13 17:50,良庆,华润二十四城,家电清洗,新手,1.5,104,5.0,电话
NN20251208000568,2025-12-08 12:39,良庆,港保苑,深度清洁,熟练,6.5,474,4.1,小程序
NN20251202000569,2025-12-02 18:47,青秀,维也纳森林,深度清洁,金牌,6.0,535,3.9,电话
NN20251203000570,2025-12-03 18:15,良庆,阳光新城,深度清洁,新手,6.0,375,4.3,美团
NN20251216000571,2025-12-16 19:13,邕宁,中铁交通天地明珠,开荒保洁,金牌,7.5,1271,4.6,APP
NN20251214000572,2025-12-14 18:10,江南,龙光普罗旺斯,家电清洗,熟练,3.5,241,4.0,美团
NN20251201000573,2025-12-01 16:34,良庆,万科魅力之城,日常保洁,熟练,4.0,207,4.2,美团
NN20251212000574,2025-12-12 11:58,良庆,合景天汇广场,开荒保洁,新手,6.0,466,3.9,美团
NN20251205000575,2025-12-05 11:27,良庆,天誉花园,日常保洁,熟练,4.0,122,3.5,小程序
NN20251220000576,2025-12-20 17:44,江南,金湾花城,日常保洁,新手,4.5,184,3.8,APP
NN20251208000577,2025-12-08 17:02,武鸣,武鸣碧桂园,日常保洁,熟练,5.5,195,3.5,美团
NN20251209000578,2025-12-09 11:58,良庆,天誉花园,深度清洁,熟练,7.5,542,4.6,美团
NN20251204000579,2025-12-04 17:20,良庆,港保苑,日常保洁,熟练,4.5,216,4.0,美团
NN20260118000001,2026-01-18 11:50,青秀,万正鸣翠谷,日常保洁,新手,3.5,203,3.8,58到家
NN20260122000002,2026-01-22 11:20,邕宁,大唐盛世,日常保洁,熟练,3.5,220,4.0,美团
NN20260112000003,2026-01-12 10:16,青秀,蓝山上城,深度清洁,熟练,6.5,589,4.4,小程序
NN20260127000004,2026-01-27 10:10,江南,风格雨林,日常保洁,熟练,3.5,201,3.2,小程序
NN20260130000005,2026-01-30 16:07,邕宁,南宁宝能城市广场,日常保洁,金牌,5.0,319,3.8,小程序
NN20260122000006,2026-01-22 08:21,青秀,盛天茗城,深度清洁,熟练,6.0,267,3.3,美团
NN20260106000007,2026-01-06 10:11,西乡塘,瀚林华府,深度清洁,新手,4.0,257,3.5,58到家
NN20260125000008,2026-01-25 08:51,良庆,碧水天和,家电清洗,熟练,3.0,320,4.6,美团
NN20260129000009,2026-01-29 16:17,西乡塘,联发西棠,日常保洁,熟练,3.5,190,4.4,美团
NN20260121000010,2026-01-21 11:40,西乡塘,骋望麓涛,家电清洗,新手,3.0,226,4.4,58到家
NN20260106000011,2026-01-06 15:12,青秀,塞纳维拉花园,日常保洁,新手,3.5,194,4.4,美团
NN20260115000012,2026-01-15 13:44,青秀,塞纳维拉花园,家电清洗,新手,3.0,250,4.4,小程序
NN20260129000013,2026-01-29 16:54,江南,金湾花城,日常保洁,熟练,4.5,117,3.0,小程序
NN20260117000014,2026-01-17 11:26,江南,风格雨林,开荒保洁,新手,3.5,264,3.7,APP
NN20260112000015,2026-01-12 17:31,青秀,维也纳森林,日常保洁,新手,3.0,169,4.1,小程序
NN20260123000016,2026-01-23 17:03,青秀,蓝山上城,日常保洁,金牌,3.5,257,3.5,电话
NN20260103000017,2026-01-03 13:19,青秀,荣和大地,日常保洁,熟练,5.5,350,3.5,APP
NN20260115000018,2026-01-15 17:33,西乡塘,正恒国际广场,深度清洁,新手,5.0,329,4.3,美团
NN20260102000019,2026-01-02 12:11,青秀,华润幸福里,日常保洁,新手,4.5,231,3.3,电话
NN20260115000020,2026-01-15 09:58,青秀,蓝山上城,开荒保洁,新手,3.5,137,3.5,美团
NN20260126000021,2026-01-26 09:43,青秀,万达公馆,日常保洁,熟练,4.5,262,3.8,58到家
NN20260121000022,2026-01-21 14:38,良庆,南宁恒大名都,日常保洁,新手,3.5,186,3.7,美团
NN20260108000023,2026-01-08 14:58,武鸣,金茂新城,日常保洁,新手,4.5,264,3.7,APP
NN20260119000024,2026-01-19 18:04,兴宁,瀚林山水源,家电清洗,金牌,2.5,217,3.5,美团
NN20260128000025,2026-01-28 15:12,良庆,绿地国际花都,家电清洗,熟练,3.5,305,3.8,58到家
NN20260125000026,2026-01-25 13:00,西乡塘,大嘉汇尚悦,开荒保洁,熟练,7.0,800,3.6,APP
NN20260123000027,2026-01-23 14:23,青秀,塞纳维拉花园,深度清洁,熟练,6.5,602,3.9,美团
NN20260103000028,2026-01-03 13:07,武鸣,麒麟御府,日常保洁,熟练,5.5,367,4.5,58到家
NN20260107000029,2026-01-07 14:21,良庆,万科魅力之城,深度清洁,新手,3.5,267,4.2,58到家
NN20260108000030,2026-01-08 12:46,西乡塘,龙光水悦龙湾,开荒保洁,新手,5.5,419,3.9,小程序
NN20260124000031,2026-01-24 15:09,江南,风格雨林,日常保洁,熟练,4.5,247,4.4,58到家
NN20260101000032,2026-01-01 18:51,良庆,天誉花园,开荒保洁,熟练,7.0,964,4.3,小程序
NN20260107000033,2026-01-07 09:48,西乡塘,瀚林华府,日常保洁,新手,4.5,213,3.9,美团
NN20260123000034,2026-01-23 15:53,青秀,中房翡翠园,深度清洁,新手,4.5,188,3.0,小程序
NN20260114000035,2026-01-14 08:22,武鸣,恒泰丽园,深度清洁,熟练,6.5,665,3.8,电话
NN20260123000036,2026-01-23 11:47,良庆,阳光新城,深度清洁,新手,4.5,323,4.4,美团
NN20260122000037,2026-01-22 15:09,良庆,合景天汇广场,家电清洗,金牌,3.0,406,4.1,美团
NN20260111000038,2026-01-11 18:12,青秀,莱茵湖畔,开荒保洁,熟练,5.0,716,3.9,小程序
NN20260130000039,2026-01-30 15:56,邕宁,合景天峻广场,家电清洗,新手,2.0,122,3.8,小程序
NN20260101000040,2026-01-01 14:51,西乡塘,联发西棠,深度清洁,熟练,7.0,536,4.0,小程序
NN20260104000041,2026-01-04 10:12,良庆,碧水天和,深度清洁,金牌,5.0,490,4.9,58到家
NN20260111000042,2026-01-11 18:05,江南,风格雨林,家电清洗,熟练,3.0,296,4.8,美团
NN20260114000043,2026-01-14 19:07,青秀,盛天茗城,日常保洁,新手,3.5,181,4.1,小程序
NN20260113000044,2026-01-13 12:30,武鸣,麒麟御府,开荒保洁,金牌,7.0,1552,4.0,美团
NN20260121000045,2026-01-21 10:47,武鸣,红岭小区,日常保洁,新手,4.5,265,4.4,美团
NN20260129000046,2026-01-29 13:39,青秀,凤岭春天,家电清洗,熟练,2.0,164,4.1,58到家
NN20260119000047,2026-01-19 17:28,良庆,阳光新城,深度清洁,熟练,6.0,515,4.2,美团
NN20260102000048,2026-01-02 13:12,青秀,山水方园,深度清洁,熟练,7.0,601,4.8,58到家
NN20260113000049,2026-01-13 13:01,邕宁,龙光玖珑湾,家电清洗,新手,2.5,237,4.7,58到家
NN20260105000050,2026-01-05 18:09,青秀,维也纳森林,日常保洁,熟练,6.0,356,4.2,电话
NN20260108000051,2026-01-08 09:05,青秀,荣和大地,家电清洗,熟练,2.5,340,4.4,电话
NN20260112000052,2026-01-12 14:44,兴宁,金源城,开荒保洁,金牌,6.5,1191,3.5,美团
NN20260126000053,2026-01-26 15:51,兴宁,奥园园著,深度清洁,新手,4.5,281,4.3,小程序
NN20260122000054,2026-01-22 09:24,兴宁,恒大华府,日常保洁,新手,3.0,142,3.5,美团
NN20260117000055,2026-01-17 16:54,青秀,塞纳维拉花园,家电清洗,熟练,3.5,334,4.5,58到家
NN20260105000056,2026-01-05 10:24,邕宁,万丰新新传说,开荒保洁,新手,3.5,304,3.5,58到家
NN20260111000057,2026-01-11 16:11,青秀,盛天茗城,家电清洗,熟练,2.5,344,4.2,58到家
NN20260115000058,2026-01-15 11:29,邕宁,龙光玖珑湾,日常保洁,新手,3.5,179,4.1,美团
NN20260101000059,2026-01-01 13:52,武鸣,万隆国际,开荒保洁,新手,3.5,379,4.0,小程序
NN20260109000060,2026-01-09 14:59,青秀,塞纳维拉花园,深度清洁,金牌,8.0,799,3.5,美团
NN20260113000061,2026-01-13 15:27,西乡塘,骋望麓涛,日常保洁,熟练,5.5,300,4.1,APP
NN20260129000062,2026-01-29 15:45,兴宁,联发尚筑,日常保洁,新手,4.0,199,4.2,电话
NN20260117000063,2026-01-17 18:36,良庆,绿地国际花都,日常保洁,金牌,4.0,284,3.6,电话
NN20260125000064,2026-01-25 15:52,西乡塘,瀚林华府,日常保洁,熟练,6.0,307,4.5,小程序
NN20260102000065,2026-01-02 18:28,青秀,凤岭春天,日常保洁,新手,4.0,149,2.9,电话
NN20260121000066,2026-01-21 17:12,青秀,荣和大地,开荒保洁,熟练,5.0,747,3.8,58到家
NN20260116000067,2026-01-16 19:00,良庆,万科魅力之城,开荒保洁,熟练,7.5,1027,3.7,美团
NN20260120000068,2026-01-20 12:02,青秀,盛天茗城,日常保洁,熟练,3.0,182,4.0,小程序
NN20260103000069,2026-01-03 10:47,邕宁,龙光玖珑湾,深度清洁,新手,4.0,281,3.8,美团
NN20260126000070,2026-01-26 13:25,青秀,塞纳维拉花园,日常保洁,新手,4.0,222,3.3,美团
NN20260103000071,2026-01-03 14:20,江南,保利城,开荒保洁,新手,4.0,306,4.1,美团
NN20260108000072,2026-01-08 10:01,西乡塘,正恒国际广场,开荒保洁,熟练,8.0,920,4.3,小程序
NN20260103000073,2026-01-03 13:25,江南,保利城,日常保洁,熟练,4.5,228,4.4,58到家
NN20260129000074,2026-01-29 09:17,良庆,阳光新城,深度清洁,新手,4.5,313,3.9,美团
NN20260131000075,2026-01-31 16:26,青秀,塞纳维拉花园,日常保洁,熟练,3.5,229,4.2,美团
NN20260115000076,2026-01-15 17:35,兴宁,金源城,家电清洗,熟练,2.0,143,4.3,APP
NN20260130000077,2026-01-30 17:30,青秀,万正鸣翠谷,深度清洁,新手,4.0,302,3.8,APP
NN20260118000078,2026-01-18 16:32,青秀,荣和大地,开荒保洁,熟练,5.5,756,3.8,58到家
NN20260117000079,2026-01-17 17:10,江南,绿港阳光城,日常保洁,熟练,4.5,234,4.3,58到家
NN20260126000080,2026-01-26 11:51,良庆,阳光新城,家电清洗,熟练,2.5,330,4.0,美团
NN20260119000081,2026-01-19 11:02,兴宁,中海国际社区,深度清洁,熟练,5.5,415,4.4,小程序
NN20260106000082,2026-01-06 10:18,西乡塘,正恒国际广场,日常保洁,熟练,5.5,283,4.6,APP
NN20260124000083,2026-01-24 11:57,青秀,莱茵湖畔,家电清洗,新手,2.5,280,4.4,美团
NN20260120000084,2026-01-20 11:21,兴宁,江宇世纪城,深度清洁,新手,5.0,304,3.9,APP
NN20260102000085,2026-01-02 11:43,西乡塘,大嘉汇尚悦,日常保洁,金牌,6.0,389,4.2,美团
NN20260131000086,2026-01-31 16:17,邕宁,世茂茂御府,日常保洁,新手,3.0,91,3.5,58到家
NN20260108000087,2026-01-08 13:55,青秀,华润幸福里,开荒保洁,熟练,7.0,922,4.1,小程序
NN20260131000088,2026-01-31 17:06,西乡塘,联发西棠,日常保洁,熟练,4.0,202,4.0,58到家
NN20260119000089,2026-01-19 15:47,青秀,保利21世家,日常保洁,熟练,3.0,198,4.2,电话
NN20260111000090,2026-01-11 15:26,西乡塘,正恒国际广场,深度清洁,熟练,5.5,459,4.2,小程序
NN20260130000091,2026-01-30 11:17,良庆,天誉花园,深度清洁,金牌,5.0,505,3.9,美团
NN20260102000092,2026-01-02 14:07,江南,龙光普罗旺斯,家电清洗,熟练,4.0,461,4.3,小程序
NN20260102000093,2026-01-02 19:15,兴宁,中海国际社区,开荒保洁,熟练,5.0,610,4.3,58到家
NN20260113000094,2026-01-13 09:09,青秀,中房翡翠园,日常保洁,熟练,4.0,244,4.1,小程序
NN20260130000095,2026-01-30 12:47,青秀,香格里拉花园,家电清洗,金牌,4.5,628,4.6,美团
NN20260116000096,2026-01-16 18:13,青秀,凤岭春天,深度清洁,熟练,4.0,344,5.0,APP
NN20260124000097,2026-01-24 17:28,西乡塘,正恒国际广场,日常保洁,熟练,5.5,125,2.6,电话
NN20260127000098,2026-01-27 13:47,青秀,莱茵湖畔,日常保洁,熟练,3.5,225,3.5,58到家
NN20260103000099,2026-01-03 18:16,江南,盛天领域,开荒保洁,熟练,8.0,986,4.1,APP
NN20260101000100,2026-01-01 19:32,良庆,绿地国际花都,日常保洁,金牌,4.0,284,3.9,美团
NN20260102000101,2026-01-02 17:34,青秀,保利21世家,日常保洁,熟练,4.5,299,4.0,小程序
NN20260111000102,2026-01-11 15:46,良庆,万科魅力之城,日常保洁,新手,4.5,220,4.0,APP
NN20260121000103,2026-01-21 19:57,良庆,融创九棠府,日常保洁,金牌,4.0,269,4.1,小程序
NN20260119000104,2026-01-19 12:41,江南,龙光普罗旺斯,开荒保洁,新手,5.0,377,4.0,58到家
NN20260117000105,2026-01-17 18:14,西乡塘,正恒国际广场,日常保洁,熟练,6.0,340,4.4,美团
NN20260109000106,2026-01-09 09:57,西乡塘,大嘉汇尚悦,开荒保洁,新手,4.5,368,4.3,小程序
NN20260127000107,2026-01-27 13:36,江南,汇东星城,日常保洁,熟练,3.5,202,4.9,美团
NN20260117000108,2026-01-17 14:07,江南,金湾花城,深度清洁,新手,3.5,145,3.5,小程序
NN20260106000109,2026-01-06 14:09,兴宁,金源城,家电清洗,新手,3.0,223,4.2,小程序
NN20260125000110,2026-01-25 12:29,西乡塘,大嘉汇尚悦,深度清洁,新手,5.0,332,4.0,美团
NN20260116000111,2026-01-16 16:35,邕宁,龙光玖珑湾,日常保洁,金牌,5.5,376,3.8,58到家
NN20260107000112,2026-01-07 13:12,青秀,莱茵湖畔,家电清洗,熟练,3.0,353,3.8,58到家
NN20260126000113,2026-01-26 17:29,江南,盛天领域,日常保洁,熟练,3.0,156,3.8,美团
NN20260105000114,2026-01-05 12:59,武鸣,九个半岛,深度清洁,新手,4.0,340,3.7,58到家
NN20260104000115,2026-01-04 09:27,青秀,莱茵湖畔,开荒保洁,金牌,6.5,1251,4.9,小程序
NN20260114000116,2026-01-14 08:00,武鸣,麒麟御府,深度清洁,新手,4.5,380,4.3,APP
NN20260107000117,2026-01-07 14:43,良庆,阳光新城,日常保洁,熟练,4.0,222,4.0,电话
NN20260117000118,2026-01-17 11:40,武鸣,红岭小区,家电清洗,新手,2.5,289,3.7,58到家
NN20260116000119,2026-01-16 18:36,江南,融晟公园大地,日常保洁,熟练,3.0,162,4.3,电话
NN20260123000120,2026-01-23 09:15,邕宁,合景天峻广场,开荒保洁,熟练,8.0,1140,4.1,美团
NN20260105000121,2026-01-05 08:57,江南,汇东星城,家电清洗,熟练,2.5,312,4.3,小程序
NN20260117000122,2026-01-17 18:52,江南,风格雨林,深度清洁,熟练,5.0,379,3.3,小程序
NN20260117000123,2026-01-17 08:47,西乡塘,骋望麓涛,开荒保洁,熟练,7.0,826,4.1,小程序
NN20260111000124,2026-01-11 10:37,良庆,绿地国际花都,日常保洁,熟练,3.5,216,4.5,58到家
NN20260107000125,2026-01-07 12:29,良庆,合景天汇广场,日常保洁,新手,5.0,260,4.0,小程序
NN20260122000126,2026-01-22 10:18,良庆,碧水天和,深度清洁,熟练,7.5,679,4.2,美团
NN20260119000127,2026-01-19 08:25,江南,汇东星城,深度清洁,新手,3.5,236,3.9,美团
NN20260108000128,2026-01-08 11:30,兴宁,中海国际社区,深度清洁,新手,3.5,216,4.2,美团
NN20260128000129,2026-01-28 15:36,西乡塘,骋望麓涛,日常保洁,新手,4.5,202,4.7,美团
NN20260125000130,2026-01-25 15:49,邕宁,南宁宝能城市广场,家电清洗,金牌,2.0,204,4.1,美团
NN20260105000131,2026-01-05 19:32,青秀,蓝山上城,家电清洗,金牌,2.5,412,3.5,美团
NN20260103000132,2026-01-03 17:13,青秀,荣和大地,日常保洁,熟练,5.0,320,3.9,美团
NN20260107000133,2026-01-07 11:30,青秀,山水方园,深度清洁,新手,5.0,358,4.0,58到家
NN20260125000134,2026-01-25 12:08,邕宁,阳光城丽景湾,日常保洁,金牌,4.0,257,3.7,APP
NN20260111000135,2026-01-11 09:59,良庆,华润二十四城,开荒保洁,熟练,6.0,761,4.1,APP
NN20260125000136,2026-01-25 11:36,江南,风格雨林,日常保洁,金牌,4.0,260,4.1,小程序
NN20260112000137,2026-01-12 18:07,江南,昌泰鑫金绿洲,家电清洗,新手,1.5,108,4.7,电话
NN20260131000138,2026-01-31 14:10,兴宁,中海国际社区,日常保洁,熟练,4.0,206,3.8,APP
NN20260129000139,2026-01-29 10:10,青秀,维也纳森林,日常保洁,新手,3.5,94,2.9,小程序
NN20260103000140,2026-01-03 14:35,兴宁,盛天东郡,开荒保洁,新手,4.0,339,3.9,58到家
NN20260108000141,2026-01-08 14:46,兴宁,盛天东郡,日常保洁,熟练,5.5,296,3.8,美团
NN20260119000142,2026-01-19 15:40,青秀,莱茵湖畔,日常保洁,熟练,3.5,155,3.4,58到家
NN20260102000143,2026-01-02 15:21,兴宁,盛天东郡,日常保洁,熟练,6.0,324,4.0,小程序
NN20260108000144,2026-01-08 18:37,青秀,凤岭春天,深度清洁,新手,3.5,262,4.4,小程序
NN20260110000145,2026-01-10 13:27,良庆,华润二十四城,日常保洁,熟练,6.0,351,4.1,电话
NN20260120000146,2026-01-20 19:18,武鸣,武鸣碧桂园,日常保洁,新手,3.0,165,4.1,电话
NN20260119000147,2026-01-19 09:40,江南,绿港阳光城,深度清洁,熟练,6.0,443,4.3,美团
NN20260101000148,2026-01-01 12:41,邕宁,合景天峻广场,开荒保洁,新手,5.5,486,3.7,美团
NN20260131000149,2026-01-31 13:53,邕宁,南宁宝能城市广场,深度清洁,金牌,4.5,472,4.1,小程序
NN20260108000150,2026-01-08 16:22,青秀,龙光君御华府,深度清洁,熟练,6.0,546,3.9,美团
NN20260110000151,2026-01-10 15:53,兴宁,恒大华府,家电清洗,金牌,3.5,388,3.2,美团
NN20260130000152,2026-01-30 17:42,西乡塘,昌泰清华园,家电清洗,新手,2.5,224,4.1,APP
NN20260112000153,2026-01-12 10:40,江南,盛天领域,开荒保洁,熟练,7.5,938,3.9,58到家
NN20260123000154,2026-01-23 11:34,邕宁,世茂茂御府,深度清洁,熟练,5.5,481,4.6,小程序
NN20260126000155,2026-01-26 13:20,青秀,莱茵湖畔,家电清洗,金牌,4.5,656,4.6,58到家
NN20260117000156,2026-01-17 14:02,兴宁,中海国际社区,开荒保洁,金牌,10.0,1702,3.6,美团
NN20260123000157,2026-01-23 11:39,青秀,保利21世家,深度清洁,新手,5.5,416,4.2,美团
NN20260102000158,2026-01-02 16:44,邕宁,南宁宝能城市广场,开荒保洁,熟练,7.5,960,4.0,APP
NN20260109000159,2026-01-09 15:39,兴宁,中海国际社区,深度清洁,熟练,5.5,453,4.2,美团
NN20260122000160,2026-01-22 12:02,江南,保利城,日常保洁,熟练,4.5,260,3.8,APP
NN20260119000161,2026-01-19 13:17,武鸣,标营新区,日常保洁,新手,3.5,210,3.4,58到家
NN20260129000162,2026-01-29 15:41,西乡塘,龙光水悦龙湾,开荒保洁,新手,6.0,475,4.5,美团
NN20260109000163,2026-01-09 09:45,兴宁,恒大华府,日常保洁,熟练,6.0,319,3.7,美团
NN20260104000164,2026-01-04 18:17,良庆,港保苑,日常保洁,熟练,3.0,112,2.5,58到家
NN20260124000165,2026-01-24 13:09,西乡塘,昌泰清华园,开荒保洁,新手,3.5,292,3.9,美团
NN20260112000166,2026-01-12 17:18,良庆,天誉花园,日常保洁,新手,4.0,217,4.4,电话
NN20260127000167,2026-01-27 13:08,邕宁,阳光城丽景湾,日常保洁,熟练,5.0,318,3.8,APP
NN20260106000168,2026-01-06 14:18,良庆,碧水天和,深度清洁,新手,6.0,430,4.5,APP
NN20260101000169,2026-01-01 18:13,青秀,蓝山上城,开荒保洁,新手,4.0,375,4.1,58到家
NN20260124000170,2026-01-24 14:32,良庆,恒大绿洲,深度清洁,金牌,4.5,458,3.4,电话
